status	grade	xm_bytes	t10p_bytes	firmware_bytes	xm_sha256	t10p_sha256	warnings	source_url	path	error
verified	approximate	16001	12549		bd9225a8fc4ddc3a6ab42fd973202d9d215dda196da0c0062f4f371599977ca1	881028a6a5a12c351c477f47359eac50efa070ebce089fbed22c994d04dace9e	panning commands are discarded because hardware output is mono; enabled panning envelopes are not rendered; instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/porncop.xm	Dalezy/porncop.xm	
verified	approximate	1410	905		e5335e13ee724b14cba5ddab414600a09ae06f7c3eaba868922db3c861dabf3b	84b3e60ff14e34a878f0a75bf3faf01375405f25201d41b345e513355c9fe7cf	28 volume-column slides that share a main effect are discarded	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/pyx%20posing%20numma%202.xm	Dalezy/pyx posing numma 2.xm	
verified	approximate	33671	18097		34be756ad09fbad1ed733eb8afe5f7f15e3011632e27d3a2baf0a9bb2ab13fc8	71038e0820314ff5f949ec64352bb8c51042b62ea03a4d0e3c83d9ad05d63920	panning commands are discarded because hardware output is mono; 192 volume-column fine slides are discarded; instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/redriverrawk.xm	Dalezy/redriverrawk.xm	
verified	exact	4446	2507		93b8d10f0dd8c13fbceaf46af23050a1e8a105d32aa8440f8a76551ba8cdc9dc	9558bb7db214daca5199b9ccf349dba14e321d798584414524524508b94fa3b1		https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/salts.xm	Dalezy/salts.xm	
verified	approximate	18734	18333		1c9b1956ad2deca910bd8549fa42b3e8d51eb17084b26eba5f396072fff3fb01	8c2bb104bbb6b8f55fa2e85d077ee9b4e73d0ac210e3d0707a0c48a903b18ab5	panning commands are discarded because hardware output is mono; 32 volume-column fine slides are discarded; 16 volume-column slides that share a main effect are discarded; enabled panning envelopes are not rendered; instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/sataaniirumiis.xm	Dalezy/sataaniirumiis.xm	
verified	approximate	15489	13281		58568c20e33ff57656f2f3f5c4455b95a55a131c66e58577edd6806a4a63781e	c23ab436ce9d8a92affc8a93d1e4e66510dbd7b25b846010f4fd7fa90b1165c1	44 instrument-only cells use reduced Tracker10 semantics	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/schamlippenpilz.xm	Dalezy/schamlippenpilz.xm	
verified	approximate	13568	8684		a0b97b03407d3b6b7c59bb7c0ba2ca4980e1b52cf8ca20c29eadea90a4b72189	d0a0026a00f597cc877bad82d40e2aa97c20ef1c50922ce4474a4e2ed91e70de	158 volume-column fine slides are discarded; enabled panning envelopes are not rendered; instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/sds%20tp7%20report%20%231.xm	Dalezy/sds tp7 report #1.xm	
verified	approximate	106260	31003		e0ec20ee3cba8858d405b88b63acfea6578719b379e59f3c7017ef66567ada38	a0d63b1e5c87a3977bd5dbe403503e1bbf29ef504eb18fd74acd73863b93dbb6	77 vibrato-volume slides keep only the volume slide; 1377 instrument-only cells use reduced Tracker10 semantics	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/shooting%20star.xm	Dalezy/shooting star.xm	
verified	approximate	36363	9514		95b11445e43b54553c946e62c151457ea352a6e7b2999d0a1afc8349a8f560d8	e6f043f6e1866930fef312bebbe8fab405c94f54e3649f65fddd66505c30b17d	multisample instruments use only the sample mapped by their most common note; 2 instrument-only cells use reduced Tracker10 semantics	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/sixtyfour%20miles.xm	Dalezy/sixtyfour miles.xm	
verified	approximate	13117	7847		dcc697794dcd573ebfc523e65fcc1f9dfecc1388f089cbd5a156b5ccdc755b20	8b55d3d5f87b880c426c58e2f419ba34a9c8340ef44cd041e27245770a387d04	5 volume-column fine slides are discarded; 10 volume-column slides that share a main effect are discarded; instrument automatic vibrato is not rendered	https://ftp.modland.com/pub/modules/Fasttracker%202/Dalezy/snowflakes.xm	Dalezy/snowflakes.xm	
